[2026-06-08 09:47:32,933][HYDRA] Joblib.Parallel(n_jobs=72,backend=loky,prefer=processes,require=None,verbose=0,timeout=None,pre_dispatch=2*n_jobs,batch_size=auto,temp_folder=None,max_nbytes=None,mmap_mode=r) is launching 360 jobs
[2026-06-08 09:47:32,933][HYDRA] Launching jobs, sweep output dir : multirun/2026-06-08/09-47-15
[2026-06-08 09:47:32,933][HYDRA] 	#0 : GENERAL.seed=1 DATA.N=20 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-09 04:50:56,163][data_loading][INFO] - Loading data... Subsampling N=320 (Balanced), Augment Test=True
[2026-06-09 04:50:56,206][train][INFO] - Using device: cpu
[2026-06-09 04:50:56,206][train][INFO] - Starting QNN training...
[2026-06-09 04:50:56,206][train][INFO] - QNode initialized successfully.
Job 335 (Eq=4): 100%|██████████| 60/60 [31:04<00:00, 31.08s/it]
[2026-06-09 04:58:27,402][train][INFO] - Training completed in 1864.59s. Starting validation...
[2026-06-09 04:59:03,693][train][INFO] - Validation completed. Val Acc: 0.9102, Aug Val Acc: 0.9102
[2026-06-09 04:59:03,694][train][INFO] - Calculated convergence at epoch: 13
[2026-06-09 04:59:04,229][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 04:59:04,229][data_loading][INFO] - Loading data... Subsampling N=320 (Balanced), Augment Test=False
[2026-06-09 04:59:04,284][data_loading][INFO] - Loading data... Subsampling N=320 (Balanced), Augment Test=True
[2026-06-09 04:59:04,335][train][INFO] - Using device: cpu
[2026-06-09 04:59:04,335][train][INFO] - Starting QNN training...
[2026-06-09 04:59:04,336][train][INFO] - QNode initialized successfully.
[2026-06-09 04:59:22,966][train][INFO] - Validation completed. Val Acc: 0.8500, Aug Val Acc: 0.8500
[2026-06-09 04:59:22,966][train][INFO] - Calculated convergence at epoch: 25
[2026-06-09 04:59:23,217][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 04:59:23,218][data_loading][INFO] - Loading data... Subsampling N=320 (Balanced), Augment Test=False
[2026-06-09 04:59:23,275][data_loading][INFO] - Loading data... Subsampling N=320 (Balanced), Augment Test=True
[2026-06-09 04:59:23,326][train][INFO] - Using device: cpu
[2026-06-09 04:59:23,326][train][INFO] - Starting QNN training...
[2026-06-09 04:59:23,327][train][INFO] - QNode initialized successfully.
[2026-06-09 04:59:49,608][train][INFO] - Validation completed. Val Acc: 0.8765, Aug Val Acc: 0.8765
[2026-06-09 04:59:49,608][train][INFO] - Calculated convergence at epoch: 26
[2026-06-09 04:59:50,630][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 04:59:50,631][data_loading][INFO] - Loading data... Subsampling N=320 (Balanced), Augment Test=False
[2026-06-09 04:59:50,710][data_loading][INFO] - Loading data... Subsampling N=320 (Balanced), Augment Test=True
[2026-06-09 04:59:50,777][train][INFO] - Using device: cpu
[2026-06-09 04:59:50,777][train][INFO] - Starting QNN training...
[2026-06-09 04:59:50,778][train][INFO] - QNode initialized successfully.
Job 336 (Eq=3): 100%|██████████| 60/60 [29:36<00:00, 29.61s/it]
[2026-06-09 05:00:59,919][train][INFO] - Training completed in 1776.56s. Starting validation...
[2026-06-09 05:01:58,471][train][INFO] - Validation completed. Val Acc: 0.9875, Aug Val Acc: 0.6812
[2026-06-09 05:01:58,472][train][INFO] - Calculated convergence at epoch: 35
[2026-06-09 05:01:58,715][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 05:01:58,715][data_loading][INFO] - Loading data... Subsampling N=640 (Balanced), Augment Test=False
[2026-06-09 05:01:58,771][data_loading][INFO] - Loading data... Subsampling N=640 (Balanced), Augment Test=True
[2026-06-09 05:01:58,825][train][INFO] - Using device: cpu
[2026-06-09 05:01:58,826][train][INFO] - Starting QNN training...
[2026-06-09 05:01:58,826][train][INFO] - QNode initialized successfully.
Job 245 (Eq=3): 100%|██████████| 60/60 [9:13:12<00:00, 553.20s/it]
[2026-06-09 05:06:52,542][train][INFO] - Training completed in 33192.01s. Starting validation...
Job 337 (Eq=3): 100%|██████████| 60/60 [29:59<00:00, 29.99s/it]
[2026-06-09 05:07:43,092][train][INFO] - Training completed in 1799.34s. Starting validation...
[2026-06-09 05:08:42,419][train][INFO] - Validation completed. Val Acc: 0.9625, Aug Val Acc: 0.6687
[2026-06-09 05:08:42,419][train][INFO] - Calculated convergence at epoch: 27
[2026-06-09 05:08:42,657][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 05:08:42,657][data_loading][INFO] - Loading data... Subsampling N=640 (Balanced), Augment Test=False
[2026-06-09 05:08:42,688][data_loading][INFO] - Loading data... Subsampling N=640 (Balanced), Augment Test=True
[2026-06-09 05:08:42,716][train][INFO] - Using device: cpu
[2026-06-09 05:08:42,717][train][INFO] - Starting QNN training...
[2026-06-09 05:08:42,717][train][INFO] - QNode initialized successfully.
Job 334 (Eq=4): 100%|██████████| 60/60 [44:58<00:00, 44.98s/it]
[2026-06-09 05:10:39,969][train][INFO] - Training completed in 2698.95s. Starting validation...
[2026-06-09 05:12:00,935][train][INFO] - Validation completed. Val Acc: 0.8875, Aug Val Acc: 0.8875
[2026-06-09 05:12:00,936][train][INFO] - Calculated convergence at epoch: 15
[2026-06-09 05:12:01,803][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 05:12:01,804][data_loading][INFO] - Loading data... Subsampling N=640 (Balanced), Augment Test=False
[2026-06-09 05:12:01,867][data_loading][INFO] - Loading data... Subsampling N=640 (Balanced), Augment Test=True
[2026-06-09 05:12:01,933][train][INFO] - Using device: cpu
[2026-06-09 05:12:01,933][train][INFO] - Starting QNN training...
[2026-06-09 05:12:01,934][train][INFO] - QNode initialized successfully.
[2026-06-09 05:19:02,495][train][INFO] - Validation completed. Val Acc: 0.9874, Aug Val Acc: 0.6747
[2026-06-09 05:19:02,495][train][INFO] - Calculated convergence at epoch: 16
[2026-06-09 05:19:02,796][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 05:19:02,796][data_loading][INFO] - Loading data... Subsampling N=640 (Balanced), Augment Test=False
[2026-06-09 05:19:02,854][data_loading][INFO] - Loading data... Subsampling N=640 (Balanced), Augment Test=True
[2026-06-09 05:19:02,911][train][INFO] - Using device: cpu
[2026-06-09 05:19:02,912][train][INFO] - Starting QNN training...
[2026-06-09 05:19:02,912][train][INFO] - QNode initialized successfully.
Job 310 (Eq=4): 100%|██████████| 60/60 [4:09:36<00:00, 249.60s/it]
[2026-06-09 05:22:10,622][train][INFO] - Training completed in 14976.01s. Starting validation...
[2026-06-09 05:28:27,211][train][INFO] - Validation completed. Val Acc: 0.9406, Aug Val Acc: 0.9406
[2026-06-09 05:28:27,211][train][INFO] - Calculated convergence at epoch: 27
[2026-06-09 05:28:27,453][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 05:28:27,454][data_loading][INFO] - Loading data... Subsampling N=1280 (Balanced), Augment Test=False
[2026-06-09 05:28:27,506][data_loading][INFO] - Loading data... Subsampling N=1280 (Balanced), Augment Test=True
[2026-06-09 05:28:27,548][train][INFO] - Using device: cpu
[2026-06-09 05:28:27,548][train][INFO] - Starting QNN training...
[2026-06-09 05:28:27,549][train][INFO] - QNode initialized successfully.
Job 103 (Eq=4): 100%|██████████| 60/60 [19:12:47<00:00, 1152.80s/it]
[2026-06-09 05:36:51,639][train][INFO] - Training completed in 69167.96s. Starting validation...
Job 32 (Eq=3): 100%|██████████| 60/60 [19:49:48<00:00, 1189.80s/it]
[2026-06-09 05:37:28,495][train][INFO] - Training completed in 71388.21s. Starting validation...
Job 312 (Eq=3): 100%|██████████| 60/60 [4:08:22<00:00, 248.37s/it]
[2026-06-09 05:46:24,380][train][INFO] - Training completed in 14902.06s. Starting validation...
[2026-06-09 05:50:25,278][train][INFO] - Validation completed. Val Acc: 0.9794, Aug Val Acc: 0.6772
[2026-06-09 05:50:25,278][train][INFO] - Calculated convergence at epoch: 36
[2026-06-09 05:50:25,834][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 05:50:25,834][data_loading][INFO] - Loading data... Subsampling N=1280 (Balanced), Augment Test=False
[2026-06-09 05:50:25,867][data_loading][INFO] - Loading data... Subsampling N=1280 (Balanced), Augment Test=True
[2026-06-09 05:50:25,916][train][INFO] - Using device: cpu
[2026-06-09 05:50:25,916][train][INFO] - Starting QNN training...
[2026-06-09 05:50:25,916][train][INFO] - QNode initialized successfully.
Job 340 (Eq=3): 100%|██████████| 60/60 [1:02:34<00:00, 62.57s/it]
[2026-06-09 05:53:30,650][train][INFO] - Training completed in 3754.44s. Starting validation...
[2026-06-09 05:53:44,689][train][INFO] - Validation completed. Val Acc: 0.9805, Aug Val Acc: 0.6570
[2026-06-09 05:53:44,690][train][INFO] - Calculated convergence at epoch: 19
[2026-06-09 05:53:44,923][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 05:53:44,924][data_loading][INFO] - Loading data... Subsampling N=1280 (Balanced), Augment Test=False
[2026-06-09 05:53:44,956][data_loading][INFO] - Loading data... Subsampling N=1280 (Balanced), Augment Test=True
[2026-06-09 05:53:44,995][train][INFO] - Using device: cpu
[2026-06-09 05:53:44,995][train][INFO] - Starting QNN training...
[2026-06-09 05:53:44,996][train][INFO] - QNode initialized successfully.
[2026-06-09 05:55:33,778][train][INFO] - Validation completed. Val Acc: 0.9906, Aug Val Acc: 0.6812
[2026-06-09 05:55:33,778][train][INFO] - Calculated convergence at epoch: 32
[2026-06-09 05:55:34,028][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 05:55:34,028][data_loading][INFO] - Loading data... Subsampling N=1280 (Balanced), Augment Test=False
[2026-06-09 05:55:34,077][data_loading][INFO] - Loading data... Subsampling N=1280 (Balanced), Augment Test=True
[2026-06-09 05:55:34,127][train][INFO] - Using device: cpu
[2026-06-09 05:55:34,127][train][INFO] - Starting QNN training...
[2026-06-09 05:55:34,128][train][INFO] - QNode initialized successfully.
Job 338 (Eq=4): 100%|██████████| 60/60 [1:15:36<00:00, 75.61s/it]
[2026-06-09 05:57:03,214][train][INFO] - Training completed in 4536.41s. Starting validation...
Job 278 (Eq=4): 100%|██████████| 60/60 [7:30:40<00:00, 450.67s/it]
[2026-06-09 05:57:03,269][train][INFO] - Training completed in 27040.32s. Starting validation...
[2026-06-09 05:59:11,284][train][INFO] - Validation completed. Val Acc: 0.8500, Aug Val Acc: 0.8500
[2026-06-09 05:59:11,285][train][INFO] - Calculated convergence at epoch: 12
[2026-06-09 05:59:11,711][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 05:59:11,712][data_loading][INFO] - Loading data... Subsampling N=2560 (Balanced), Augment Test=False
[2026-06-09 05:59:11,761][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 1280/1280, found 1010/982.
[2026-06-09 05:59:11,762][data_loading][INFO] - Loading data... Subsampling N=2560 (Balanced), Augment Test=True
[2026-06-09 05:59:11,811][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 1280/1280, found 1010/982.
[2026-06-09 05:59:11,812][train][INFO] - Using device: cpu
[2026-06-09 05:59:11,812][train][INFO] - Starting QNN training...
[2026-06-09 05:59:11,813][train][INFO] - QNode initialized successfully.
Job 243 (Eq=4): 100%|██████████| 60/60 [10:27:45<00:00, 627.76s/it]
[2026-06-09 06:04:40,633][train][INFO] - Training completed in 37665.79s. Starting validation...
[2026-06-09 06:05:27,276][train][INFO] - Validation completed. Val Acc: 0.8765, Aug Val Acc: 0.8765
[2026-06-09 06:05:27,277][train][INFO] - Calculated convergence at epoch: 16
[2026-06-09 06:05:40,465][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 06:05:40,467][data_loading][INFO] - Loading data... Subsampling N=2560 (Balanced), Augment Test=False
[2026-06-09 06:05:40,554][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 1280/1280, found 1010/982.
[2026-06-09 06:05:40,556][data_loading][INFO] - Loading data... Subsampling N=2560 (Balanced), Augment Test=True
[2026-06-09 06:05:40,626][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 1280/1280, found 1010/982.
[2026-06-09 06:05:40,626][train][INFO] - Using device: cpu
[2026-06-09 06:05:40,627][train][INFO] - Starting QNN training...
[2026-06-09 06:05:40,693][train][INFO] - QNode initialized successfully.
Job 339 (Eq=4): 100%|██████████| 60/60 [1:24:40<00:00, 84.68s/it]
[2026-06-09 06:08:05,307][train][INFO] - Training completed in 5080.98s. Starting validation...
[2026-06-09 06:09:04,140][train][INFO] - Validation completed. Val Acc: 0.9203, Aug Val Acc: 0.9203
[2026-06-09 06:09:04,141][train][INFO] - Calculated convergence at epoch: 19
[2026-06-09 06:09:04,388][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 06:09:04,388][data_loading][INFO] - Loading data... Subsampling N=2560 (Balanced), Augment Test=False
[2026-06-09 06:09:04,435][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 1280/1280, found 1010/982.
[2026-06-09 06:09:04,436][data_loading][INFO] - Loading data... Subsampling N=2560 (Balanced), Augment Test=True
[2026-06-09 06:09:04,483][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 1280/1280, found 1010/982.
[2026-06-09 06:09:04,483][train][INFO] - Using device: cpu
[2026-06-09 06:09:04,483][train][INFO] - Starting QNN training...
[2026-06-09 06:09:04,484][train][INFO] - QNode initialized successfully.
[2026-06-09 06:09:35,672][train][INFO] - Validation completed. Val Acc: 0.8000, Aug Val Acc: 0.8000
[2026-06-09 06:09:35,672][train][INFO] - Calculated convergence at epoch: 12
[2026-06-09 06:09:35,916][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 06:09:35,917][data_loading][INFO] - Loading data... Subsampling N=2560 (Balanced), Augment Test=False
[2026-06-09 06:09:35,961][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 1280/1280, found 1010/982.
[2026-06-09 06:09:35,962][data_loading][INFO] - Loading data... Subsampling N=2560 (Balanced), Augment Test=True
[2026-06-09 06:09:36,013][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 1280/1280, found 1010/982.
[2026-06-09 06:09:36,013][train][INFO] - Using device: cpu
[2026-06-09 06:09:36,013][train][INFO] - Starting QNN training...
[2026-06-09 06:09:36,014][train][INFO] - QNode initialized successfully.
Job 311 (Eq=4): 100%|██████████| 60/60 [4:42:42<00:00, 282.71s/it]
[2026-06-09 06:14:55,134][train][INFO] - Training completed in 16962.62s. Starting validation...
[2026-06-09 06:17:20,514][train][INFO] - Validation completed. Val Acc: 0.8219, Aug Val Acc: 0.8219
[2026-06-09 06:17:20,514][train][INFO] - Calculated convergence at epoch: 19
[2026-06-09 06:17:20,791][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 06:17:20,792][data_loading][INFO] - Loading data... Subsampling N=5120 (Balanced), Augment Test=False
[2026-06-09 06:17:20,825][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 2560/2560, found 1010/982.
[2026-06-09 06:17:20,826][data_loading][INFO] - Loading data... Subsampling N=5120 (Balanced), Augment Test=True
[2026-06-09 06:17:20,871][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 2560/2560, found 1010/982.
[2026-06-09 06:17:20,872][train][INFO] - Using device: cpu
[2026-06-09 06:17:20,872][train][INFO] - Starting QNN training...
[2026-06-09 06:17:20,872][train][INFO] - QNode initialized successfully.
[2026-06-09 06:23:25,503][train][INFO] - Validation completed. Val Acc: 0.9109, Aug Val Acc: 0.9109
[2026-06-09 06:23:25,504][train][INFO] - Calculated convergence at epoch: 27
[2026-06-09 06:23:25,765][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=3
[2026-06-09 06:23:25,765][data_loading][INFO] - Loading data... Subsampling N=5120 (Balanced), Augment Test=False
[2026-06-09 06:23:25,810][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 2560/2560, found 1010/982.
[2026-06-09 06:23:25,811][data_loading][INFO] - Loading data... Subsampling N=5120 (Balanced), Augment Test=True
[2026-06-09 06:23:25,856][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 2560/2560, found 1010/982.
[2026-06-09 06:23:25,856][train][INFO] - Using device: cpu
[2026-06-09 06:23:25,856][train][INFO] - Starting QNN training...
[2026-06-09 06:23:25,857][train][INFO] - QNode initialized successfully.
Job 341 (Eq=3): 100%|██████████| 60/60 [1:30:14<00:00, 90.25s/it]
[2026-06-09 06:29:19,270][train][INFO] - Training completed in 5414.93s. Starting validation...
[2026-06-09 06:32:29,643][train][INFO] - Validation completed. Val Acc: 0.9906, Aug Val Acc: 0.6844
[2026-06-09 06:32:29,644][train][INFO] - Calculated convergence at epoch: 24
[2026-06-09 06:32:30,052][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 06:32:30,053][data_loading][INFO] - Loading data... Subsampling N=5120 (Balanced), Augment Test=False
[2026-06-09 06:32:30,105][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 2560/2560, found 1010/982.
[2026-06-09 06:32:30,107][data_loading][INFO] - Loading data... Subsampling N=5120 (Balanced), Augment Test=True
[2026-06-09 06:32:30,160][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 2560/2560, found 1010/982.
[2026-06-09 06:32:30,161][train][INFO] - Using device: cpu
[2026-06-09 06:32:30,161][train][INFO] - Starting QNN training...
[2026-06-09 06:32:30,162][train][INFO] - QNode initialized successfully.
Job 313 (Eq=3): 100%|██████████| 60/60 [4:47:40<00:00, 287.68s/it]
[2026-06-09 06:34:58,676][train][INFO] - Training completed in 17260.90s. Starting validation...
Job 279 (Eq=4): 100%|██████████| 60/60 [8:03:51<00:00, 483.86s/it]
[2026-06-09 06:37:14,330][train][INFO] - Training completed in 29031.58s. Starting validation...
[2026-06-09 06:43:50,799][train][INFO] - Validation completed. Val Acc: 0.9844, Aug Val Acc: 0.7008
[2026-06-09 06:43:50,799][train][INFO] - Calculated convergence at epoch: 31
[2026-06-09 06:43:51,369][__main__][INFO] - QNN training pipeline initialized with p_err=0 and non_equivariance=4
[2026-06-09 06:43:51,369][data_loading][INFO] - Loading data... Subsampling N=5120 (Balanced), Augment Test=False
[2026-06-09 06:43:51,401][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 2560/2560, found 1010/982.
[2026-06-09 06:43:51,402][data_loading][INFO] - Loading data... Subsampling N=5120 (Balanced), Augment Test=True
[2026-06-09 06:43:51,446][data_loading][WARNING] - Not enough samples to guarantee balance. Requesting 2560/2560, found 1010/982.
[2026-06-09 06:43:51,446][train][INFO] - Using device: cpu
[2026-06-09 06:43:51,446][train][INFO] - Starting QNN training...
[2026-06-09 06:43:51,447][train][INFO] - QNode initialized successfully.
Job 343 (Eq=4): 100%|██████████| 60/60 [1:48:43<00:00, 108.72s/it]
[2026-06-09 06:48:33,968][train][INFO] - Training completed in 6523.19s. Starting validation...
Job 68 (Eq=3): 100%|██████████| 60/60 [21:01:17<00:00, 1261.29s/it]
[2026-06-09 06:48:55,943][train][INFO] - Training completed in 75677.51s. Starting validation...
[2026-06-09 06:49:42,422][train][INFO] - Validation completed. Val Acc: 0.8703, Aug Val Acc: 0.8703
[2026-06-09 06:49:42,422][train][INFO] - Calculated convergence at epoch: 19
[2026-06-09 06:51:25,991][train][INFO] - Validation completed. Val Acc: 0.8500, Aug Val Acc: 0.8500
[2026-06-09 06:51:25,991][train][INFO] - Calculated convergence at epoch: 24
[2026-06-09 07:02:02,737][train][INFO] - Validation completed. Val Acc: 0.9794, Aug Val Acc: 0.6792
[2026-06-09 07:02:02,738][train][INFO] - Calculated convergence at epoch: 16
Job 344 (Eq=3): 100%|██████████| 60/60 [2:00:30<00:00, 120.51s/it]
[2026-06-09 07:02:29,665][train][INFO] - Training completed in 7230.84s. Starting validation...
[2026-06-09 07:06:17,171][train][INFO] - Validation completed. Val Acc: 0.9844, Aug Val Acc: 0.6703
[2026-06-09 07:06:17,171][train][INFO] - Calculated convergence at epoch: 27
Job 345 (Eq=3): 100%|██████████| 60/60 [2:01:39<00:00, 121.65s/it]
[2026-06-09 07:10:21,807][train][INFO] - Training completed in 7299.09s. Starting validation...
[2026-06-09 07:14:10,835][train][INFO] - Validation completed. Val Acc: 0.9797, Aug Val Acc: 0.6734
[2026-06-09 07:14:10,835][train][INFO] - Calculated convergence at epoch: 54
Job 342 (Eq=4): 100%|██████████| 60/60 [2:15:01<00:00, 135.03s/it]
[2026-06-09 07:14:25,237][train][INFO] - Training completed in 8101.91s. Starting validation...
[2026-06-09 07:19:32,533][train][INFO] - Validation completed. Val Acc: 0.9156, Aug Val Acc: 0.9156
[2026-06-09 07:19:32,534][train][INFO] - Calculated convergence at epoch: 7
Job 139 (Eq=4): 100%|██████████| 60/60 [19:44:01<00:00, 1184.03s/it]
[2026-06-09 07:23:22,606][train][INFO] - Training completed in 71041.86s. Starting validation...
Job 33 (Eq=3): 100%|██████████| 60/60 [21:45:36<00:00, 1305.60s/it]
[2026-06-09 07:33:16,160][train][INFO] - Training completed in 78336.25s. Starting validation...
Job 104 (Eq=3): 100%|██████████| 60/60 [21:09:21<00:00, 1269.37s/it]
[2026-06-09 07:33:54,862][train][INFO] - Training completed in 76161.99s. Starting validation...
Job 69 (Eq=3): 100%|██████████| 60/60 [21:51:28<00:00, 1311.48s/it]
[2026-06-09 07:39:10,336][train][INFO] - Training completed in 78688.84s. Starting validation...
[2026-06-09 07:41:43,229][train][INFO] - Validation completed. Val Acc: 0.9162, Aug Val Acc: 0.9162
[2026-06-09 07:41:43,230][train][INFO] - Calculated convergence at epoch: 16
[2026-06-09 07:46:01,398][train][INFO] - Validation completed. Val Acc: 0.9744, Aug Val Acc: 0.6627
[2026-06-09 07:46:01,399][train][INFO] - Calculated convergence at epoch: 39
Job 281 (Eq=3): 100%|██████████| 60/60 [9:01:03<00:00, 541.06s/it]
[2026-06-09 07:46:14,993][train][INFO] - Training completed in 32463.77s. Starting validation...
[2026-06-09 07:47:47,391][train][INFO] - Validation completed. Val Acc: 0.9844, Aug Val Acc: 0.6797
[2026-06-09 07:47:47,392][train][INFO] - Calculated convergence at epoch: 16
Job 138 (Eq=4): 100%|██████████| 60/60 [20:14:38<00:00, 1214.64s/it]
[2026-06-09 07:52:31,411][train][INFO] - Training completed in 72878.34s. Starting validation...
[2026-06-09 07:57:29,484][train][INFO] - Validation completed. Val Acc: 0.9844, Aug Val Acc: 0.6712
[2026-06-09 07:57:29,485][train][INFO] - Calculated convergence at epoch: 18
[2026-06-09 07:58:11,416][train][INFO] - Validation completed. Val Acc: 0.9799, Aug Val Acc: 0.6807
[2026-06-09 07:58:11,416][train][INFO] - Calculated convergence at epoch: 36
Job 176 (Eq=3): 100%|██████████| 60/60 [18:02:24<00:00, 1082.40s/it]
[2026-06-09 08:04:45,472][train][INFO] - Training completed in 64944.29s. Starting validation...
[2026-06-09 08:10:58,055][train][INFO] - Validation completed. Val Acc: 0.9192, Aug Val Acc: 0.9192
[2026-06-09 08:10:58,056][train][INFO] - Calculated convergence at epoch: 16
[2026-06-09 08:16:31,054][train][INFO] - Validation completed. Val Acc: 0.9784, Aug Val Acc: 0.6662
[2026-06-09 08:16:31,054][train][INFO] - Calculated convergence at epoch: 16
Job 175 (Eq=4): 100%|██████████| 60/60 [18:35:03<00:00, 1115.06s/it]
[2026-06-09 08:30:27,578][train][INFO] - Training completed in 66903.71s. Starting validation...
[2026-06-09 08:47:37,202][train][INFO] - Validation completed. Val Acc: 0.8946, Aug Val Acc: 0.8946
[2026-06-09 08:47:37,202][train][INFO] - Calculated convergence at epoch: 49
Job 140 (Eq=3): 100%|██████████| 60/60 [21:01:34<00:00, 1261.58s/it]
[2026-06-09 08:50:47,043][train][INFO] - Training completed in 75694.96s. Starting validation...
[2026-06-09 09:03:41,141][train][INFO] - Validation completed. Val Acc: 0.9885, Aug Val Acc: 0.6822
[2026-06-09 09:03:41,141][train][INFO] - Calculated convergence at epoch: 18
Job 347 (Eq=4): 100%|██████████| 60/60 [3:54:12<00:00, 234.20s/it]
[2026-06-09 09:13:15,045][train][INFO] - Training completed in 14052.13s. Starting validation...
[2026-06-09 09:19:08,345][train][INFO] - Validation completed. Val Acc: 0.9078, Aug Val Acc: 0.9078
[2026-06-09 09:19:08,345][train][INFO] - Calculated convergence at epoch: 16
Job 346 (Eq=4): 100%|██████████| 60/60 [4:12:15<00:00, 252.26s/it]
[2026-06-09 09:24:17,698][train][INFO] - Training completed in 15135.76s. Starting validation...
Job 210 (Eq=4): 100%|██████████| 60/60 [16:50:09<00:00, 1010.16s/it]
[2026-06-09 09:24:40,147][train][INFO] - Training completed in 60609.32s. Starting validation...
Job 314 (Eq=4): 100%|██████████| 60/60 [7:28:50<00:00, 448.84s/it]
[2026-06-09 09:28:04,344][train][INFO] - Training completed in 26930.45s. Starting validation...
Job 174 (Eq=4): 100%|██████████| 60/60 [19:42:58<00:00, 1182.97s/it]
[2026-06-09 09:29:46,720][train][INFO] - Training completed in 70978.26s. Starting validation...
[2026-06-09 09:29:48,431][train][INFO] - Validation completed. Val Acc: 0.9109, Aug Val Acc: 0.9109
[2026-06-09 09:29:48,432][train][INFO] - Calculated convergence at epoch: 8
Job 211 (Eq=4): 100%|██████████| 60/60 [16:52:03<00:00, 1012.06s/it]
[2026-06-09 09:33:04,126][train][INFO] - Training completed in 60723.64s. Starting validation...
[2026-06-09 09:39:07,554][train][INFO] - Validation completed. Val Acc: 0.8922, Aug Val Acc: 0.8922
[2026-06-09 09:39:07,554][train][INFO] - Calculated convergence at epoch: 13
[2026-06-09 09:40:38,495][train][INFO] - Validation completed. Val Acc: 0.9061, Aug Val Acc: 0.9061
[2026-06-09 09:40:38,495][train][INFO] - Calculated convergence at epoch: 26
[2026-06-09 09:46:33,742][train][INFO] - Validation completed. Val Acc: 0.9362, Aug Val Acc: 0.9362
[2026-06-09 09:46:33,743][train][INFO] - Calculated convergence at epoch: 22
[2026-06-09 09:49:46,981][train][INFO] - Validation completed. Val Acc: 0.8635, Aug Val Acc: 0.8635
[2026-06-09 09:49:46,981][train][INFO] - Calculated convergence at epoch: 16
Job 141 (Eq=3): 100%|██████████| 60/60 [21:57:11<00:00, 1317.20s/it]
[2026-06-09 09:52:56,078][train][INFO] - Training completed in 79031.90s. Starting validation...
Job 348 (Eq=3): 100%|██████████| 60/60 [4:27:56<00:00, 267.95s/it]
[2026-06-09 09:56:24,343][train][INFO] - Training completed in 16076.79s. Starting validation...
Job 280 (Eq=3): 100%|██████████| 60/60 [11:24:44<00:00, 684.75s/it]
[2026-06-09 10:01:58,205][train][INFO] - Training completed in 41084.75s. Starting validation...
[2026-06-09 10:03:22,019][train][INFO] - Validation completed. Val Acc: 0.9797, Aug Val Acc: 0.6898
[2026-06-09 10:03:22,019][train][INFO] - Calculated convergence at epoch: 22
Job 177 (Eq=3): 100%|██████████| 60/60 [20:00:31<00:00, 1200.52s/it]
[2026-06-09 10:03:28,649][train][INFO] - Training completed in 72031.11s. Starting validation...
[2026-06-09 10:04:13,668][train][INFO] - Validation completed. Val Acc: 0.9669, Aug Val Acc: 0.6621
[2026-06-09 10:04:13,669][train][INFO] - Calculated convergence at epoch: 16
Job 349 (Eq=3): 100%|██████████| 60/60 [4:15:20<00:00, 255.33s/it]
